Country,Year,Population
KEN,1973,12.52981
KEN,1974,12.997447
KEN,1975,13.486241
KEN,1976,13.995974
KEN,1977,14.527187
KEN,1978,15.081598
KEN,1979,15.661414
KEN,1980,16.267906
KEN,1981,16.901181
KEN,1982,17.559778
KEN,1983,18.241331
KEN,1984,18.942599
KEN,1985,19.660713
KEN,1986,20.393724
KEN,1987,21.140344
KEN,1988,21.899004
KEN,1989,22.668238
KEN,1990,23.446229
KEN,1991,24.234087
KEN,1992,25.029754
KEN,1993,25.824736
KEN,1994,26.608089
KEN,1995,27.373035
KEN,1996,28.116027
KEN,1997,28.842245
KEN,1998,29.564614
KEN,1999,30.30124
KEN,2000,31.06582
KEN,2001,31.86328
KEN,2002,32.69198
KEN,2003,33.551079
KEN,2004,34.43746
KEN,2005,35.34904
KEN,2006,36.286015
KEN,2007,37.25054
KEN,2008,38.244442
KEN,2009,39.269988
KEN,2010,40.328313
KEN,2011,41.419954
KEN,2012,42.542978
KEN,2013,43.692881
KEN,2014,44.863583
KGZ,1990,4.394502
KGZ,1991,4.44178
KGZ,1992,4.477038
KGZ,1993,4.507565
KGZ,1994,4.543602
KGZ,1995,4.592135
KGZ,1996,4.656894
KGZ,1997,4.734761
KGZ,1998,4.817608
KGZ,1999,4.893658
KGZ,2000,4.95485
KGZ,2001,4.998286
KGZ,2002,5.027919
KGZ,2003,5.050867
KGZ,2004,5.077515
KGZ,2005,5.11547
KGZ,2006,5.166644
KGZ,2007,5.228937
KGZ,2008,5.301038
KGZ,2009,5.38031
KGZ,2010,5.464567
KGZ,2011,5.553827
KGZ,2012,5.64823
KGZ,2013,5.745698
KGZ,2014,5.843617
KHM,1970,7.022185
KHM,1971,7.167716
KHM,1972,7.331162
KHM,1973,7.478147
KHM,1974,7.561583
KHM,1975,7.551988
KHM,1976,7.431505
KHM,1977,7.22205
KHM,1978,6.982522
KHM,1979,6.795102
KHM,1980,6.718241
KHM,1981,6.774509
KHM,1982,6.945053
KHM,1983,7.196139
KHM,1984,7.475011
KHM,1985,7.743065
KHM,1986,7.990133
KHM,1987,8.228268
KHM,1988,8.467109
KHM,1989,8.72355
KHM,1990,9.008856
KHM,1991,9.323607
KHM,1992,9.659238
KHM,1993,10.007092
KHM,1994,10.355253
KHM,1995,10.694459
KHM,1996,11.022162
KHM,1997,11.338733
KHM,1998,11.641509
KHM,1999,11.928306
KHM,2000,12.197905
KHM,2001,12.448881
KHM,2002,12.681984
KHM,2003,12.901217
KHM,2004,13.112334
KHM,2005,13.320058
KHM,2006,13.52536
KHM,2007,13.7287
KHM,2008,13.93366
KHM,2009,14.144337
KHM,2010,14.363586
KHM,2011,14.593099
KHM,2012,14.832255
KHM,2013,15.078564
KHM,2014,15.328136
KNA,1970,0.044882
KNA,1971,0.04449
KNA,1972,0.044328
KNA,1973,0.044314
KNA,1974,0.044327
KNA,1975,0.044278
KNA,1976,0.044142
KNA,1977,0.043946
KNA,1978,0.043704
KNA,1979,0.04345
KNA,1980,0.043205
KNA,1981,0.042978
KNA,1982,0.042761
KNA,1983,0.042539
KNA,1984,0.042294
KNA,1985,0.042017
KNA,1986,0.041697
KNA,1987,0.041353
KNA,1988,0.041045
KNA,1989,0.040854
KNA,1990,0.040833
KNA,1991,0.041009
KNA,1992,0.04136
KNA,1993,0.041836
KNA,1994,0.042363
KNA,1995,0.042888
KNA,1996,0.043391
KNA,1997,0.043885
KNA,1998,0.044391
KNA,1999,0.044938
KNA,2000,0.045544
KNA,2001,0.046216
KNA,2002,0.046935
KNA,2003,0.047681
KNA,2004,0.048424
KNA,2005,0.049139
KNA,2006,0.049818
KNA,2007,0.050465
KNA,2008,0.051093
KNA,2009,0.051717
KNA,2010,0.052352
KNA,2011,0.052998
KNA,2012,0.05365
KNA,2013,0.054301
KNA,2014,0.054944
KOR,1953,20.53536739
KOR,1954,20.7287933
KOR,1955,21.0144854
KOR,1956,21.48192577
KOR,1957,22.04778081
KOR,1958,22.67384292
KOR,1959,23.38339115
KOR,1960,24.16620033
KOR,1961,24.97521586
KOR,1962,25.76157354
KOR,1963,26.53285944
KOR,1964,27.28627832
KOR,1965,27.98930239
KOR,1966,28.70207735
KOR,1967,29.37974872
KOR,1968,30.06912005
KOR,1969,30.75751871
KOR,1970,31.437141
KOR,1971,32.087884
KOR,1972,32.759447
KOR,1973,33.435268
KOR,1974,34.091816
KOR,1975,34.713078
KOR,1976,35.290737
KOR,1977,35.832213
KOR,1978,36.356187
KOR,1979,36.889651
KOR,1980,37.451085
KOR,1981,38.046253
KOR,1982,38.665964
KOR,1983,39.295418
KOR,1984,39.9129
KOR,1985,40.501917
KOR,1986,41.059473
KOR,1987,41.588374
KOR,1988,42.08505
KOR,1989,42.546704
KOR,1990,42.972254
KOR,1991,43.358716
KOR,1992,43.70817
KOR,1993,44.031222
KOR,1994,44.34253
KOR,1995,44.652994
KOR,1996,44.967346
KOR,1997,45.283939
KOR,1998,45.599569
KOR,1999,45.908307
KOR,2000,46.206271
KOR,2001,46.492324
KOR,2002,46.769579
KOR,2003,47.043251
KOR,2004,47.320454
KOR,2005,47.605863
KOR,2006,47.901643
KOR,2007,48.205062
KOR,2008,48.509842
KOR,2009,48.807036
KOR,2010,49.090041
KOR,2011,49.356692
KOR,2012,49.608451
KOR,2013,49.846756
KOR,2014,50.074401
KWT,1970,0.750184
KWT,1971,0.8079
KWT,1972,0.866747
KWT,1973,0.926817
KWT,1974,0.988267
KWT,1975,1.051187
KWT,1976,1.115463
KWT,1977,1.180939
KWT,1978,1.247597
KWT,1979,1.315428
KWT,1980,1.384342
KWT,1981,1.452383
KWT,1982,1.518855
KWT,1983,1.586205
KWT,1984,1.65792
KWT,1985,1.73532
KWT,1986,1.823201
KWT,1987,1.91795
KWT,1988,2.002645
KWT,1989,2.054443
KWT,1990,2.058832
KWT,1991,2.00711
KWT,1992,1.909096
KWT,1993,1.791511
KWT,1994,1.691891
KWT,1995,1.637031
KWT,1996,1.637906
KWT,1997,1.686256
KWT,1998,1.766247
KWT,1999,1.853152
KWT,2000,1.92947
KWT,2001,1.990022
KWT,2002,2.042215
KWT,2003,2.095993
KWT,2004,2.166344
KWT,2005,2.263604
KWT,2006,2.389498
KWT,2007,2.538591
KWT,2008,2.70529
KWT,2009,2.881243
KWT,2010,3.059473
KWT,2011,3.239181
KWT,2012,3.419581
KWT,2013,3.593689
KWT,2014,3.753121
LAO,1970,2.686025
LAO,1971,2.759634
LAO,1972,2.837967
LAO,1973,2.916148
LAO,1974,2.987544
LAO,1975,3.047864
LAO,1976,3.09494
LAO,1977,3.131492
LAO,1978,3.164146
LAO,1979,3.20227
LAO,1980,3.252701
LAO,1981,3.31757
LAO,1982,3.395113
LAO,1983,3.483492
LAO,1984,3.57937
LAO,1985,3.680145
LAO,1986,3.78523
LAO,1987,3.895066
LAO,1988,4.009121
LAO,1989,4.126935
LAO,1990,4.247839
LAO,1991,4.371549
LAO,1992,4.496971
LAO,1993,4.621685
LAO,1994,4.742685
LAO,1995,4.857774
LAO,1996,4.966303
LAO,1997,5.068658
LAO,1998,5.165072
LAO,1999,5.256207
LAO,2000,5.342879
LAO,2001,5.424701
LAO,2002,5.50234
LAO,2003,5.579003
LAO,2004,5.658894
LAO,2005,5.745012
LAO,2006,5.838837
LAO,2007,5.939634
LAO,2008,6.045439
LAO,2009,6.153153
LAO,2010,6.260544
LAO,2011,6.366909
LAO,2012,6.47305
LAO,2013,6.579985
LAO,2014,6.6893
LBN,1970,2.297403
LBN,1971,2.353569
LBN,1972,2.416743
LBN,1973,2.480426
LBN,1974,2.535503
LBN,1975,2.575693
LBN,1976,2.598362
LBN,1977,2.606224
LBN,1978,2.604875
LBN,1979,2.602573
LBN,1980,2.605294
LBN,1981,2.615753
LBN,1982,2.632281
LBN,1983,2.651295
LBN,1984,2.667229
LBN,1985,2.676593
LBN,1986,2.67729
LBN,1987,2.672182
LBN,1988,2.668593
LBN,1989,2.676615
LBN,1990,2.703019
LBN,1991,2.752473
LBN,1992,2.821868
LBN,1993,2.900862
LBN,1994,2.974647
LBN,1995,3.033406
LBN,1996,3.070974
LBN,1997,3.092684
LBN,1998,3.11396
LBN,1999,3.156661
LBN,2000,3.23538
LBN,2001,3.359875
LBN,2002,3.522842
LBN,2003,3.701464
LBN,2004,3.863271
LBN,2005,3.986865
LBN,2006,4.057041
LBN,2007,4.085426
LBN,2008,4.109389
LBN,2009,4.181742
LBN,2010,4.337156
LBN,2011,4.591698
LBN,2012,4.924257
LBN,2013,5.28699
LBN,2014,5.612096
LBR,1964,1.187408873
LBR,1965,1.224143094
LBR,1966,1.261870131
LBR,1967,1.300589986
LBR,1968,1.340302657
LBR,1969,1.380015329
LBR,1970,1.419728
LBR,1971,1.457714
LBR,1972,1.497356
LBR,1973,1.538882
LBR,1974,1.582584
LBR,1975,1.628656
LBR,1976,1.676016
LBR,1977,1.724313
LBR,1978,1.7752
LBR,1979,1.830963
LBR,1980,1.892529
LBR,1981,1.961795
LBR,1982,2.036325
LBR,1983,2.107523
LBR,1984,2.163835
LBR,1985,2.197442
LBR,1986,2.206867
LBR,1987,2.196204
LBR,1988,2.170426
LBR,1989,2.137018
LBR,1990,2.102877
LBR,1991,2.06606
LBR,1992,2.028672
LBR,1993,2.006349
LBR,1994,2.019148
LBR,1995,2.079921
LBR,1996,2.197801
LBR,1997,2.36529
LBR,1998,2.558085
LBR,1999,2.741755
LBR,2000,2.891968
LBR,2001,2.99877
LBR,2002,3.070673
LBR,2003,3.124222
LBR,2004,3.184643
LBR,2005,3.269786
LBR,2006,3.384804
LBR,2007,3.522337
LBR,2008,3.672782
LBR,2009,3.821498
LBR,2010,3.95799
LBR,2011,4.079574
LBR,2012,4.190155
LBR,2013,4.293692
LBR,2014,4.396554
LCA,1970,0.104162
LCA,1971,0.105389
LCA,1972,0.106458
LCA,1973,0.107461
LCA,1974,0.108534
LCA,1975,0.10977
LCA,1976,0.111211
LCA,1977,0.112826
LCA,1978,0.114551
LCA,1979,0.116292
LCA,1980,0.117984
LCA,1981,0.119593
LCA,1982,0.12115
LCA,1983,0.122738
LCA,1984,0.124468
LCA,1985,0.126416
LCA,1986,0.12862
LCA,1987,0.131032
LCA,1988,0.133532
LCA,1989,0.135954
LCA,1990,0.13818
LCA,1991,0.140159
LCA,1992,0.141934
LCA,1993,0.143592
LCA,1994,0.145262
LCA,1995,0.14704
LCA,1996,0.148962
LCA,1997,0.150994
LCA,1998,0.153066
LCA,1999,0.155073
LCA,2000,0.156949
LCA,2001,0.15865
LCA,2002,0.160218
LCA,2003,0.161767
LCA,2004,0.163462
LCA,2005,0.165407
LCA,2006,0.167656
LCA,2007,0.170146
LCA,2008,0.172729
LCA,2009,0.175196
LCA,2010,0.177397
LCA,2011,0.179278
LCA,2012,0.18089
LCA,2013,0.182305
LCA,2014,0.183645
LKA,1950,7.454757141
LKA,1951,7.674414149
LKA,1952,7.904809692
LKA,1953,8.144261525
LKA,1954,8.38088775
LKA,1955,8.60336895
LKA,1956,8.824278795
LKA,1957,9.055566188
LKA,1958,9.290130305
LKA,1959,9.539342469
LKA,1960,9.81039505
LKA,1961,10.08461393
LKA,1962,10.35655365
LKA,1963,10.62359432
LKA,1964,10.88126821
LKA,1965,11.14357122
LKA,1966,11.41354037
LKA,1967,11.68399744
LKA,1968,11.95960176
LKA,1969,12.22795991
LKA,1970,12.487493
LKA,1971,12.749209
LKA,1972,13.003394
LKA,1973,13.253063
LKA,1974,13.50287
LKA,1975,13.75599
LKA,1976,14.01361
LKA,1977,14.274023
LKA,1978,14.534087
LKA,1979,14.7893
LKA,1980,15.036562
LKA,1981,15.274137
LKA,1982,15.50332
LKA,1983,15.72767
LKA,1984,15.95235
LKA,1985,16.180776
LKA,1986,16.413729
LKA,1987,16.648992
LKA,1988,16.88325
LKA,1989,17.111785
LKA,1990,17.330817
LKA,1991,17.540762
LKA,1992,17.741793
LKA,1993,17.929772
LKA,1994,18.099591
LKA,1995,18.248435
LKA,1996,18.37353
LKA,1997,18.478024
LKA,1998,18.572347
LKA,1999,18.670843
LKA,2000,18.783745
LKA,2001,18.914866
LKA,2002,19.061066
LKA,2003,19.217032
LKA,2004,19.374281
LKA,2005,19.526406
LKA,2006,19.672418
LKA,2007,19.813816
LKA,2008,19.949553
LKA,2009,20.078873
LKA,2010,20.201312
LKA,2011,20.315673
LKA,2012,20.421862
LKA,2013,20.521959
LKA,2014,20.618991
LSO,1960,0.830475843
LSO,1961,0.846659694
LSO,1962,0.863936636
LSO,1963,0.882182825
LSO,1964,0.901354674
LSO,1965,0.921312944
LSO,1966,0.942133107
LSO,1967,0.963797692
LSO,1968,0.986059186
LSO,1969,1.008935749
LSO,1970,1.03224
LSO,1971,1.053524
LSO,1972,1.075281
LSO,1973,1.098033
LSO,1974,1.122484
LSO,1975,1.14909
LSO,1976,1.177975
LSO,1977,1.208836
LSO,1978,1.241159
LSO,1979,1.274216
LSO,1980,1.307403
LSO,1981,1.340694
LSO,1982,1.374044
LSO,1983,1.406818
LSO,1984,1.438248
LSO,1985,1.467856
LSO,1986,1.495101
LSO,1987,1.520244
LSO,1988,1.54458
LSO,1989,1.569936
LSO,1990,1.597534
LSO,1991,1.6279
LSO,1992,1.66036
LSO,1993,1.693459
LSO,1994,1.725118
LSO,1995,1.753824
LSO,1996,1.779201
LSO,1997,1.801695
LSO,1998,1.821632
LSO,1999,1.839631
LSO,2000,1.856225
LSO,2001,1.871489
LSO,2002,1.885488
LSO,2003,1.898778
LSO,2004,1.912042
LSO,2005,1.925844
LSO,2006,1.940345
LSO,2007,1.955656
LSO,2008,1.972194
LSO,2009,1.990413
LSO,2010,2.010586
LSO,2011,2.03295
LSO,2012,2.057331
LSO,2013,2.083061
LSO,2014,2.109197
LTU,1990,3.697393
LTU,1991,3.699352
LTU,1992,3.690788
LTU,1993,3.673906
LTU,1994,3.65212
LTU,1995,3.628079
LTU,1996,3.602164
LTU,1997,3.574014
LTU,1998,3.544668
LTU,1999,3.515218
LTU,2000,3.486373
LTU,2001,3.458923
LTU,2002,3.432663
LTU,2003,3.40603
LTU,2004,3.376761
LTU,2005,3.343268
LTU,2006,3.305529
LTU,2007,3.264304
LTU,2008,3.219802
LTU,2009,3.172436
LTU,2010,3.122835
LTU,2011,3.070593
LTU,2012,3.016496
LTU,2013,2.96381
LTU,2014,2.916798
LUX,1950,0.296021875
LUX,1951,0.297862578
LUX,1952,0.29970328
LUX,1953,0.301543983
LUX,1954,0.303384686
LUX,1955,0.305225389
LUX,1956,0.307066091
LUX,1957,0.308906794
LUX,1958,0.310747497
LUX,1959,0.312588199
LUX,1960,0.314430902
LUX,1961,0.317311147
LUX,1962,0.32122189
LUX,1963,0.324576808
LUX,1964,0.328232188
LUX,1965,0.331987701
LUX,1966,0.334386229
LUX,1967,0.335504863
LUX,1968,0.33636112
LUX,1969,0.337996541
LUX,1970,0.339673
LUX,1971,0.342224
LUX,1972,0.345108
LUX,1973,0.348173
LUX,1974,0.35119
LUX,1975,0.353984
LUX,1976,0.356563
LUX,1977,0.358961
LUX,1978,0.361078
LUX,1979,0.362791
LUX,1980,0.364044
LUX,1981,0.364779
LUX,1982,0.365098
LUX,1983,0.365301
LUX,1984,0.365795
LUX,1985,0.366884
LUX,1986,0.368662
LUX,1987,0.371079
LUX,1988,0.374117
LUX,1989,0.377708
LUX,1990,0.381787
LUX,1991,0.386355
LUX,1992,0.3914
LUX,1993,0.396807
LUX,1994,0.402431
LUX,1995,0.408148
LUX,1996,0.414
LUX,1997,0.419974
LUX,1998,0.42583
LUX,1999,0.431264
LUX,2000,0.436107
LUX,2001,0.440198
LUX,2002,0.443729
LUX,2003,0.447321
LUX,2004,0.451826
LUX,2005,0.457847
LUX,2006,0.465546
LUX,2007,0.474705
LUX,2008,0.485079
LUX,2009,0.496257
LUX,2010,0.507889
LUX,2011,0.519981
LUX,2012,0.532479
LUX,2013,0.544885
LUX,2014,0.556573
LVA,1990,2.663985
LVA,1991,2.645056
LVA,1992,2.611306
LVA,1993,2.568603
LVA,1994,2.525444
LVA,1995,2.487988
LVA,1996,2.458305
LVA,1997,2.434628
LVA,1998,2.41465
LVA,1999,2.394521
LVA,2000,2.371481
LVA,2001,2.345145
LVA,2002,2.316731
LVA,2003,2.286946
LVA,2004,2.256935
LVA,2005,2.227559
LVA,2006,2.199105
LVA,2007,2.171378
LVA,2008,2.144215
LVA,2009,2.117307
LVA,2010,2.090519
LVA,2011,2.063661
LVA,2012,2.03709
LVA,2013,2.011857
LVA,2014,1.989354
MAC,1970,0.250997
MAC,1971,0.253881
MAC,1972,0.254282
MAC,1973,0.252845
MAC,1974,0.25055
MAC,1975,0.248213
MAC,1976,0.245915
MAC,1977,0.243729
MAC,1978,0.242458
MAC,1979,0.243073
MAC,1980,0.246236
MAC,1981,0.252258
MAC,1982,0.260921
MAC,1983,0.271674
MAC,1984,0.283672
MAC,1985,0.296222
MAC,1986,0.309226
MAC,1987,0.322655
MAC,1988,0.335952
MAC,1989,0.348467
MAC,1990,0.359735
MAC,1991,0.369484
MAC,1992,0.377799
MAC,1993,0.385041
MAC,1994,0.391783
MAC,1995,0.398459
MAC,1996,0.405231
MAC,1997,0.412031
MAC,1998,0.41881
MAC,1999,0.425448
MAC,2000,0.431907
MAC,2001,0.438088
MAC,2002,0.444178
MAC,2003,0.450754
MAC,2004,0.458579
MAC,2005,0.468149
MAC,2006,0.479728
MAC,2007,0.493022
MAC,2008,0.507274
MAC,2009,0.521405
MAC,2010,0.534626
MAC,2011,0.546682
MAC,2012,0.557763
MAC,2013,0.568056
MAC,2014,0.577914
MAR,1950,9.419922536
MAR,1951,9.712537518
MAR,1952,10.02063628
MAR,1953,10.2893689
MAR,1954,10.57240266
MAR,1955,10.86999815
MAR,1956,11.17934396
MAR,1957,11.49978821
MAR,1958,11.83099534
MAR,1959,12.17328552
MAR,1960,12.52520404
MAR,1961,12.84067548
MAR,1962,13.16356094
MAR,1963,13.4950094
MAR,1964,13.83489395
MAR,1965,14.18138006
MAR,1966,14.53271688
MAR,1967,14.8912908
MAR,1968,15.26126699
MAR,1969,15.64426748
MAR,1970,16.0396
MAR,1971,16.389949
MAR,1972,16.740525
MAR,1973,17.097003
MAR,1974,17.466606
MAR,1975,17.854614
MAR,1976,18.262366
MAR,1977,18.688782
MAR,1978,19.133462
MAR,1979,19.595092
MAR,1980,20.071902
MAR,1981,20.564359
MAR,1982,21.070647
MAR,1983,21.583746
MAR,1984,22.094516
MAR,1985,22.596133
MAR,1986,23.084731
MAR,1987,23.560825
MAR,1988,24.02733
MAR,1989,24.489354
MAR,1990,24.950128
MAR,1991,25.410178
MAR,1992,25.866445
MAR,1993,26.314339
MAR,1994,26.74766
MAR,1995,27.161889
MAR,1996,27.556892
MAR,1997,27.934014
MAR,1998,28.292299
MAR,1999,28.630973
MAR,2000,28.950553
MAR,2001,29.250983
MAR,2002,29.535591
MAR,2003,29.812685
MAR,2004,30.093109
MAR,2005,30.385479
MAR,2006,30.691434
MAR,2007,31.011322
MAR,2008,31.350544
MAR,2009,31.714958
MAR,2010,32.107739
MAR,2011,32.531964
MAR,2012,32.98419
MAR,2013,33.452686
MAR,2014,33.921203
MDA,1990,4.364114
MDA,1991,4.373582
MDA,1992,4.375312
MDA,1993,4.369649
MDA,1994,4.357283
MDA,1995,4.339082
MDA,1996,4.314693
MDA,1997,4.284931
MDA,1998,4.25328
MDA,1999,4.22427
MDA,2000,4.201088
MDA,2001,4.185513
MDA,2002,4.176647
MDA,2003,4.171686
MDA,2004,4.166371
MDA,2005,4.157707
MDA,2006,4.144651
MDA,2007,4.128459
MDA,2008,4.111168
MDA,2009,4.095813
MDA,2010,4.084483
MDA,2011,4.077811
MDA,2012,4.074754
MDA,2013,4.073714
MDA,2014,4.07234
MDG,1960,5.328309678
MDG,1961,5.433666138
MDG,1962,5.543710824
MDG,1963,5.658247214
MDG,1964,5.77740277
MDG,1965,5.900129072
MDG,1966,6.026486836
MDG,1967,6.157277442
MDG,1968,6.292020711
MDG,1969,6.430721278
MDG,1970,6.576301
MDG,1971,6.760352
MDG,1972,6.952383
MDG,1973,7.152391
MDG,1974,7.360271
MDG,1975,7.575757
MDG,1976,7.799642
MDG,1977,8.031589
MDG,1978,8.268902
MDG,1979,8.507958
MDG,1980,8.746516
MDG,1981,8.983494
MDG,1982,9.220693
MDG,1983,9.462343
MDG,1984,9.714342
MDG,1985,9.981113
MDG,1986,10.264368
MDG,1987,10.563491
MDG,1988,10.877757
MDG,1989,11.205548
MDG,1990,11.545782
MDG,1991,11.898267
MDG,1992,12.263899
MDG,1993,12.643864
MDG,1994,13.039754
MDG,1995,13.452526
MDG,1996,13.882646
MDG,1997,14.329239
MDG,1998,14.790245
MDG,1999,15.262817
MDG,2000,15.744811
MDG,2001,16.235767
MDG,2002,16.736029
MDG,2003,17.245275
MDG,2004,17.763367
MDG,2005,18.290394
MDG,2006,18.826129
MDG,2007,19.371031
MDG,2008,19.926798
MDG,2009,20.495706
MDG,2010,21.079532
MDG,2011,21.678867
MDG,2012,22.29372
MDG,2013,22.924557
MDG,2014,23.571713
MDV,1970,0.115703
MDV,1971,0.119315
MDV,1972,0.123372
MDV,1973,0.127717
MDV,1974,0.132122
MDV,1975,0.136434
MDV,1976,0.140582
MDV,1977,0.144645
MDV,1978,0.148797
MDV,1979,0.153285
MDV,1980,0.158282
MDV,1981,0.163834
MDV,1982,0.169861
MDV,1983,0.176258
MDV,1984,0.182864
MDV,1985,0.189551
MDV,1986,0.196283
MDV,1987,0.203059
MDV,1988,0.209832
MDV,1989,0.216553
MDV,1990,0.223179
MDV,1991,0.229686
MDV,1992,0.236053
MDV,1993,0.242252
MDV,1994,0.248263
MDV,1995,0.25407
MDV,1996,0.259668
MDV,1997,0.265067
MDV,1998,0.270292
MDV,1999,0.275385
MDV,2000,0.280384
MDV,2001,0.285298
MDV,2002,0.290147
MDV,2003,0.294996
MDV,2004,0.299917
MDV,2005,0.304968
MDV,2006,0.310168
MDV,2007,0.315515
MDV,2008,0.321026
MDV,2009,0.326713
MDV,2010,0.332575
MDV,2011,0.338618
MDV,2012,0.344817
MDV,2013,0.351111
MDV,2014,0.357415
MEX,1950,28.08290779
MEX,1951,28.88250819
MEX,1952,29.71861492
MEX,1953,30.5930501
MEX,1954,31.50778065
MEX,1955,32.46487126
MEX,1956,33.46649568
MEX,1957,34.52105372
MEX,1958,35.63155404
MEX,1959,36.80130617
MEX,1960,38.03369485
MEX,1961,39.27365782
MEX,1962,40.54076268
MEX,1963,41.83500189
MEX,1964,43.15638298
MEX,1965,44.50489091
MEX,1966,45.88061593
MEX,1967,47.31775899
MEX,1968,48.81949047
MEX,1969,50.38913117
MEX,1970,52.029859
MEX,1971,53.719547
MEX,1972,55.480125
MEX,1973,57.283361
MEX,1974,59.090495
MEX,1975,60.872399
MEX,1976,62.620087
MEX,1977,64.337694
MEX,1978,66.025613
MEX,1979,67.688533
MEX,1980,69.330974
MEX,1981,70.950741
MEX,1982,72.547995
MEX,1983,74.133377
MEX,1984,75.72121
MEX,1985,77.322643
MEX,1986,78.939441
MEX,1987,80.571067
MEX,1988,82.223153
MEX,1989,83.901643
MEX,1990,85.609404
MEX,1991,87.347208
MEX,1992,89.110043
MEX,1993,90.887097
MEX,1994,92.663664
MEX,1995,94.426946
MEX,1996,96.18171
MEX,1997,97.925825
MEX,1998,99.632299
MEX,1999,101.26657
MEX,2000,102.80859
MEX,2001,104.239563
MEX,2002,105.578297
MEX,2003,106.888418
MEX,2004,108.257822
MEX,2005,109.747906
MEX,2006,111.382857
MEX,2007,113.139374
MEX,2008,114.972821
MEX,2009,116.815612
MEX,2010,118.617542
MEX,2011,120.365271
MEX,2012,122.070963
MEX,2013,123.740109
MEX,2014,125.385833
MKD,1990,1.996227
MKD,1991,1.988458
MKD,1992,1.977033
MKD,1993,1.964924
MKD,1994,1.956165
MKD,1995,1.953544
MKD,1996,1.958303
MKD,1997,1.969345
MKD,1998,1.984242
MKD,1999,1.999362
MKD,2000,2.012051
MKD,2001,2.021585
MKD,2002,2.028706
MKD,2003,2.033974
MKD,2004,2.038444
MKD,2005,2.042894
MKD,2006,2.04733
MKD,2007,2.051427
MKD,2008,2.055266
MKD,2009,2.05892
MKD,2010,2.062443
MKD,2011,2.065888
MKD,2012,2.06927
MKD,2013,2.072543
MKD,2014,2.075625
MLI,1960,4.821326643
MLI,1961,4.918309169
MLI,1962,5.01847057
MLI,1963,5.121926441
MLI,1964,5.228796981
MLI,1965,5.339204946
MLI,1966,5.453282299
MLI,1967,5.571159979
MLI,1968,5.692980692
MLI,1969,5.818889698
MLI,1970,5.949043
MLI,1971,6.044532
MLI,1972,6.147459
MLI,1973,6.256192
MLI,1974,6.368351
MLI,1975,6.482276
MLI,1976,6.596817
MLI,1977,6.712545
MLI,1978,6.83153
MLI,1979,6.956779
MLI,1980,7.090125
MLI,1981,7.233877
MLI,1982,7.386669
MLI,1983,7.542377
MLI,1984,7.692537
MLI,1985,7.831891
MLI,1986,7.95739
MLI,1987,8.073178
MLI,1988,8.189984
MLI,1989,8.322726
MLI,1990,8.482075
MLI,1991,8.672581
MLI,1992,8.891141
MLI,1993,9.131449
MLI,1994,9.383608
MLI,1995,9.640643
MLI,1996,9.901045
MLI,1997,10.168
MLI,1998,10.444822
MLI,1999,10.736542
MLI,2000,11.046926
MLI,2001,11.376094
MLI,2002,11.723017
MLI,2003,12.088867
MLI,2004,12.474857
MLI,2005,12.881384
MLI,2006,13.309942
MLI,2007,13.759226
MLI,2008,14.223403
MLI,2009,14.694565
MLI,2010,15.167286
MLI,2011,15.639115
MLI,2012,16.112333
MLI,2013,16.592097
MLI,2014,17.086022
MLT,1954,0.315465333
MLT,1955,0.315465333
MLT,1956,0.315465333
MLT,1957,0.315465333
MLT,1958,0.314460667
MLT,1959,0.314460667
MLT,1960,0.313456
MLT,1961,0.312451333
MLT,1962,0.310442
MLT,1963,0.309437333
MLT,1964,0.307428
MLT,1965,0.306423333
MLT,1966,0.305418667
MLT,1967,0.305418667
MLT,1968,0.304414
MLT,1969,0.304414
MLT,1970,0.304414
MLT,1971,0.304546
MLT,1972,0.30485
MLT,1973,0.305398
MLT,1974,0.306291
MLT,1975,0.307597
MLT,1976,0.309328
MLT,1977,0.311455
MLT,1978,0.313953
MLT,1979,0.316781
MLT,1980,0.319898
MLT,1981,0.323298
MLT,1982,0.326953
MLT,1983,0.330761
MLT,1984,0.334592
MLT,1985,0.338348
MLT,1986,0.341978
MLT,1987,0.34549
MLT,1988,0.348912
MLT,1989,0.352304
MLT,1990,0.355707
MLT,1991,0.359113
MLT,1992,0.362492
MLT,1993,0.365838
MLT,1994,0.369142
MLT,1995,0.372391
MLT,1996,0.37561
MLT,1997,0.378789
MLT,1998,0.381844
MLT,1999,0.384663
MLT,2000,0.38718
MLT,2001,0.389323
MLT,2002,0.391148
MLT,2003,0.39287
MLT,2004,0.394786
MLT,2005,0.397094
MLT,2006,0.399892
MLT,2007,0.403076
MLT,2008,0.406392
MLT,2009,0.409475
MLT,2010,0.412064
MLT,2011,0.414075
MLT,2012,0.415596
MLT,2013,0.416747
MLT,2014,0.417723
MMR,1962,22.64094308
MMR,1963,23.13790175
MMR,1964,23.65132282
MMR,1965,24.18429299
MMR,1966,24.73578335
MMR,1967,25.30682282
MMR,1968,25.89946918
MMR,1969,26.51886694
MMR,1970,27.166045
MMR,1971,27.836648
MMR,1972,28.517289
MMR,1973,29.209686
MMR,1974,29.916827
MMR,1975,30.640635
MMR,1976,31.379308
MMR,1977,32.130696
MMR,1978,32.895739
MMR,1979,33.675835
MMR,1980,34.470694
MMR,1981,35.279907
MMR,1982,36.098908
MMR,1983,36.91798
MMR,1984,37.724581
MMR,1985,38.508821
MMR,1986,39.269143
